vu,R0,str,vk,va,wk,q50,q95,q5,bo
50% Vaccinated,4.5,ME_ME_LS,0,0.02,0,0.0,0.0,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,1,0.0,0.0,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,2,0.0,1.0,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,3,0.0,3.0,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,4,0.0,7.049999999999997,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,5,0.0,9.049999999999997,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,6,0.0,16.0,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,7,0.0,26.049999999999997,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,8,0.0,22.14999999999999,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,9,0.0,27.099999999999994,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,10,0.0,34.05,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,11,0.0,39.29999999999998,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,12,0.0,44.249999999999986,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,13,0.0,54.099999999999994,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,14,0.0,48.19999999999999,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,15,0.0,49.05,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,16,1.0,51.05,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,17,0.0,48.099999999999994,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,18,1.0,47.29999999999998,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,19,1.0,51.14999999999999,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,20,0.0,45.0,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,21,1.0,47.29999999999998,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,22,0.5,47.14999999999999,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,23,0.5,45.39999999999998,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,24,1.0,44.34999999999998,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,25,0.5,45.05,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,26,1.0,49.099999999999994,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,27,1.0,38.19999999999999,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,28,0.5,43.099999999999994,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,29,1.0,38.05,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,30,1.0,34.14999999999999,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,31,0.0,37.0,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,32,0.0,32.05,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,33,0.0,29.049999999999997,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,34,0.0,34.0,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,35,0.0,32.099999999999994,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,36,0.0,34.19999999999999,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,37,0.0,34.14999999999999,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,38,0.0,26.14999999999999,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,39,0.0,20.0,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,40,0.0,23.14999999999999,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,41,0.0,23.049999999999997,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,42,0.0,26.14999999999999,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,43,0.0,26.049999999999997,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,44,1.0,29.049999999999997,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,45,0.0,26.049999999999997,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,46,1.0,27.049999999999997,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,47,0.5,22.49999999999997,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,48,0.0,29.14999999999999,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,49,0.0,35.0,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,50,0.0,40.05,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,51,0.0,46.54999999999997,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,52,0.0,34.0,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,53,0.0,30.14999999999999,0.0,1
50% Vaccinated,4.5,ME_ME_LS,0,0.02,54,1.0,36.19999999999999,0.0,1
50% Vaccinated,4.5,ME_ME_LS,0,0.02,55,1.0,37.34999999999998,0.0,1
50% Vaccinated,4.5,ME_ME_LS,0,0.02,56,1.0,41.249999999999986,0.0,1
50% Vaccinated,4.5,ME_ME_LS,0,0.02,57,1.0,49.05,0.0,1
50% Vaccinated,4.5,ME_ME_LS,0,0.02,58,2.0,58.14999999999999,0.0,1
50% Vaccinated,4.5,ME_ME_LS,0,0.02,59,2.0,84.0,0.0,1
