vu,R0,str,vk,va,wk,q50,q95,q5,bo
50% Vaccinated,4.5,ME_ME_LS,0,0.02,0,0.0,0.0,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,1,0.05,0.14,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,2,0.06,0.29,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,3,0.12,0.29,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,4,0.2,0.44,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,5,0.14,0.31,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,6,0.12,0.44,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,7,0.16,0.86,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,8,0.22,1.04,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,9,0.3,1.9,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,10,0.21,1.02,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,11,0.2,0.6,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,12,0.18,0.3,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,13,0.13,0.58,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,14,0.16,0.48,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,15,0.24,1.29,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,16,0.18,0.73,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,17,0.16,0.58,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,18,0.18,0.72,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,19,0.15,0.57,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,20,0.16,1.15,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,21,0.23,1.59,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,22,0.16,0.74,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,23,0.16,0.73,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,24,0.15,0.44,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,25,0.15,0.57,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,26,0.2,0.88,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,27,0.25,0.87,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,28,0.25,1.57,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,29,0.25,1.57,0.0,0
50% Vaccinated,4.5,ME_ME_LS,0,0.02,30,0.27,1.19,0.0,0
