wk,tr,nc,stg
8,232320,0,1
9,232320,2,1
10,232320,1,1
11,232320,0,1
12,232320,1,1
13,232320,0,1
14,232320,1,1
15,232320,2,1
16,232320,0,1
17,232320,0,1
18,232320,0,1
19,232320,0,1
20,232320,0,1
21,232320,1,1
22,232320,7,1
23,232320,0,1b
24,232320,0,1b
25,232320,2,1
26,232320,13,1
27,232320,24,2
28,232320,25,2
29,232320,16,3
30,232320,1,3
31,232320,2,2
32,232320,0,2
33,232320,1,1b
34,232320,0,1b
35,232320,0,1
36,232320,0,1
37,232320,1,1
38,232320,0,1
39,232320,0,1
40,232320,0,1
41,232320,0,1
42,232320,0,1
43,232320,0,1
44,232320,0,1
45,232320,0,1
46,232320,0,1
47,232320,0,1
48,232320,1,1
49,232320,1,1
50,232320,0,1
51,232320,0,1
52,232320,1,1
53,232320,38,1
54,232320,50,1
55,232320,88,1
56,232320,71,1
57,232320,54,1
58,232320,51,1
59,232320,74,1
60,232320,98,1
61,232320,114,1
62,232320,196,1
63,232320,156,1
64,232320,112,1
65,232320,104,1
66,232320,164,1
67,232320,144,1
68,232320,96,1
69,232320,84,1
70,232320,115,1
71,232320,119,1
72,232320,128,1
73,232320,136,1
74,232320,96,1
75,232320,164,1
76,232320,68,1
77,232320,144,1
78,232320,84,1
79,232320,72,1
80,232320,70,1
81,232320,51,1
82,232320,69,1
83,232320,85,1
84,232320,74,1
85,232320,132,1
86,232320,90,1
87,232320,82,1
88,232320,80,1
89,232320,124,1
90,232320,133,1
91,232320,73,1
92,232320,95,1
93,232320,87,1
94,232320,131,1
95,232320,136,1
96,232320,44,1
97,232320,73,1
98,232320,73,1
99,232320,65,1
100,232320,63,1
101,232320,63,1
102,232320,74,1
103,232320,76,1
104,232320,92,1
0,298823,0,1
1,298823,1,1
2,298823,13,1
3,298823,12,2
4,298823,11,2
5,298823,11,2
6,298823,5,2
7,298823,13,2
8,298823,3,1b
9,298823,2,1b
10,298823,0,1
11,298823,1,1
12,298823,7,1b
13,298823,4,2
14,298823,9,2
15,298823,11,2
16,298823,3,1b
17,298823,1,1b
18,298823,8,2
19,298823,1,2
20,298823,1,1b
21,298823,0,1b
22,298823,0,1
23,298823,0,1
24,298823,0,1
25,298823,0,1
26,298823,0,1
27,298823,0,1
28,298823,0,1
29,298823,0,1
30,298823,0,1
31,298823,0,1
32,298823,1,1
33,298823,1,1
34,298823,1,1
35,298823,1,1
36,298823,1,1
37,298823,1,1
38,298823,1,1
39,298823,2,1
40,298823,6,1
41,298823,7,2
42,298823,1,2
43,298823,2,1b
44,298823,0,1b
45,298823,0,1
46,298823,0,1
47,298823,1,1
48,298823,1,1
49,298823,0,1
50,298823,0,1
51,298823,0,1
52,298823,0,1
53,298823,38,1
54,298823,64,1
55,298823,100,1
56,298823,100,1
57,298823,112,1
58,298823,132,1
59,298823,88,1
60,298823,89,1
61,298823,106,1
62,298823,115,1
63,298823,104,1
64,298823,96,1
65,298823,78,1
66,298823,60,1
67,298823,103,1
68,298823,116,1
69,298823,170,1
70,298823,256,1
71,298823,408,1
72,298823,412,1b
73,298823,244,1b
74,298823,148,1b
75,298823,48,1
76,298823,124,1
77,298823,101,1
78,298823,84,1
79,298823,114,1
80,298823,106,1
81,298823,168,1
82,298823,108,1
83,298823,124,1
84,298823,100,1
85,298823,98,1
86,298823,80,1
87,298823,78,1
88,298823,97,1
89,298823,152,1
90,298823,116,1
91,298823,128,1
92,298823,100,1
93,298823,112,1
94,298823,72,1
95,298823,87,1
96,298823,84,1
97,298823,89,1
98,298823,74,1
99,298823,94,1
100,298823,97,1
101,298823,85,1
102,298823,72,1
103,298823,91,1
104,298823,104,1
0,352002,0,1
1,352002,0,1
2,352002,0,1
3,352002,0,1
4,352002,1,1
5,352002,0,1
6,352002,0,1
7,352002,0,1
8,352002,0,1
9,352002,0,1
10,352002,1,1
11,352002,2,1
12,352002,0,1b
13,352002,2,1b
14,352002,7,1
15,352002,15,1b
16,352002,9,2
17,352002,14,2
18,352002,7,2
19,352002,5,1b
20,352002,0,1b
21,352002,0,1
22,352002,1,1
23,352002,0,1
24,352002,1,1
25,352002,0,1
26,352002,0,1
27,352002,0,1
28,352002,0,1
29,352002,1,1
30,352002,1,1
31,352002,0,1b
32,352002,1,1b
33,352002,3,1b
34,352002,5,1b
35,352002,1,1b
36,352002,0,1
37,352002,0,1
38,352002,2,1
39,352002,2,1b
40,352002,0,1b
41,352002,0,1
42,352002,1,1
43,352002,0,1
44,352002,0,1
45,352002,0,1
46,352002,0,1
47,352002,0,1
48,352002,0,1
49,352002,0,1
50,352002,0,1
51,352002,1,1
52,352002,1,1
53,352002,37,1
54,352002,61,1
55,352002,79,1
56,352002,112,1
57,352002,115,1
58,352002,168,1
59,352002,104,1
60,352002,188,1
61,352002,152,1
62,352002,188,1
63,352002,240,1
64,352002,448,1
65,352002,704,2
66,352002,464,3
67,352002,288,4
68,352002,196,4
69,352002,64,3
70,352002,54,3
71,352002,58,2
72,352002,54,2
73,352002,57,1b
74,352002,77,1b
75,352002,69,1
76,352002,88,1
77,352002,102,1
78,352002,117,1
79,352002,168,1
80,352002,264,1
81,352002,168,1
82,352002,116,1
83,352002,260,1
84,352002,324,1
85,352002,304,1
86,352002,256,1
87,352002,192,1
88,352002,276,1
89,352002,400,1
90,352002,352,1
91,352002,268,1
92,352002,180,1
93,352002,196,1
94,352002,64,1
95,352002,75,1
96,352002,90,1
97,352002,125,1
98,352002,121,1
99,352002,106,1
100,352002,92,1
101,352002,98,1
102,352002,65,1
103,352002,73,1
104,352002,72,1
0,470390,0,1
1,470390,1,1
2,470390,1,1
3,470390,0,1
4,470390,0,1
5,470390,1,1
6,470390,0,1
7,470390,0,1
8,470390,0,1
9,470390,0,1
10,470390,0,1
11,470390,0,1
12,470390,0,1
13,470390,0,1
14,470390,0,1
15,470390,0,1
16,470390,0,1
17,470390,0,1
18,470390,1,1
19,470390,1,1
20,470390,0,1
21,470390,0,1
22,470390,0,1
23,470390,1,1
24,470390,0,1
25,470390,2,1
26,470390,0,1
27,470390,0,1
28,470390,0,1
29,470390,0,1
30,470390,0,1
31,470390,0,1
32,470390,0,1
33,470390,0,1
34,470390,0,1
35,470390,0,1
36,470390,1,1
37,470390,0,1
38,470390,1,1
39,470390,0,1
40,470390,0,1
41,470390,0,1
42,470390,0,1
43,470390,0,1
44,470390,0,1
45,470390,0,1
46,470390,0,1
47,470390,1,1
48,470390,0,1
49,470390,2,1
50,470390,14,1
51,470390,8,1
52,470390,3,2
53,470390,43,2
54,470390,54,1b
55,470390,72,1b
56,470390,110,1
57,470390,125,1
58,470390,172,1
59,470390,180,1
60,470390,128,1
61,470390,148,1
62,470390,136,1
63,470390,76,1
64,470390,78,1
65,470390,92,1
66,470390,97,1
67,470390,91,1
68,470390,114,1
69,470390,99,1
70,470390,237,1
71,470390,244,1
72,470390,312,1
73,470390,200,1b
74,470390,128,1b
75,470390,164,1
76,470390,180,1
77,470390,112,1
78,470390,268,1
79,470390,436,1
80,470390,360,1b
81,470390,360,2
82,470390,344,2
83,470390,328,2
84,470390,180,2
85,470390,132,1b
86,470390,56,1b
87,470390,64,1
88,470390,77,1
89,470390,76,1
90,470390,136,1
91,470390,100,1
92,470390,124,1
93,470390,248,1
94,470390,240,1
95,470390,356,1
96,470390,320,1
97,470390,360,1
98,470390,200,1b
99,470390,140,1b
100,470390,212,1
101,470390,272,1
102,470390,220,1
103,470390,256,1
104,470390,312,1
0,550047,0,1
1,550047,0,1
2,550047,0,1
3,550047,0,1
4,550047,0,1
5,550047,1,1
6,550047,12,1b
7,550047,23,2
8,550047,8,2
9,550047,8,2
10,550047,1,1b
11,550047,0,1b
12,550047,1,1
13,550047,0,1
14,550047,2,1
15,550047,0,1
16,550047,1,1
17,550047,0,1
18,550047,1,1
19,550047,0,1
20,550047,0,1
21,550047,0,1
22,550047,0,1
23,550047,0,1
24,550047,0,1
25,550047,0,1
26,550047,2,1
27,550047,5,1
28,550047,5,2
29,550047,0,2
30,550047,0,1b
31,550047,1,1b
32,550047,0,1b
33,550047,0,1
34,550047,0,1
35,550047,1,1
36,550047,1,1
37,550047,0,1
38,550047,0,1
39,550047,0,1
40,550047,0,1
41,550047,1,1
42,550047,0,1
43,550047,1,1
44,550047,0,1
45,550047,0,1
46,550047,1,1
47,550047,3,1
48,550047,6,2
49,550047,1,2
50,550047,0,1b
51,550047,0,1b
52,550047,1,1
53,550047,40,1
54,550047,60,1
55,550047,65,1
56,550047,68,1
57,550047,82,1
58,550047,82,1
59,550047,94,1
60,550047,91,1
61,550047,75,1
62,550047,74,1
63,550047,119,1
64,550047,121,1
65,550047,88,1
66,550047,80,1
67,550047,62,1
68,550047,70,1
69,550047,89,1
70,550047,102,1
71,550047,166,1
72,550047,260,1
73,550047,276,1
74,550047,168,1
75,550047,128,1
76,550047,104,1
77,550047,180,1
78,550047,92,1
79,550047,80,1
80,550047,104,1
81,550047,85,1
82,550047,83,1
83,550047,84,1
84,550047,97,1
85,550047,79,1
86,550047,73,1
87,550047,88,1
88,550047,99,1
89,550047,104,1
90,550047,112,1
91,550047,96,1
92,550047,96,1
93,550047,98,1
94,550047,85,1
95,550047,92,1
96,550047,129,1
97,550047,64,1
98,550047,120,1
99,550047,98,1
100,550047,78,1
101,550047,58,1
102,550047,65,1
103,550047,60,1
104,550047,69,1
0,977815,0,1
1,977815,1,1
2,977815,1,1
3,977815,0,1
4,977815,1,1
5,977815,0,1
6,977815,1,1
7,977815,1,1
8,977815,0,1
9,977815,3,1
10,977815,4,1b
11,977815,0,1b
12,977815,0,1
13,977815,1,1
14,977815,1,1
15,977815,0,1
16,977815,0,1
17,977815,0,1
18,977815,0,1
19,977815,0,1
20,977815,0,1
21,977815,1,1
22,977815,0,1
23,977815,1,1
24,977815,0,1
25,977815,0,1
26,977815,0,1
27,977815,0,1
28,977815,0,1
29,977815,1,1
30,977815,0,1
31,977815,0,1
32,977815,0,1
33,977815,1,1
34,977815,2,1
35,977815,0,1
36,977815,0,1
37,977815,0,1
38,977815,1,1
39,977815,0,1
40,977815,0,1
41,977815,2,1
42,977815,2,1
43,977815,1,1
44,977815,0,1
45,977815,6,1
46,977815,12,2
47,977815,1,2
48,977815,1,1b
49,977815,1,1b
50,977815,1,1b
51,977815,3,1
52,977815,3,1
53,977815,36,1
54,977815,42,1
55,977815,70,1
56,977815,96,1
57,977815,98,1
58,977815,149,1
59,977815,196,1
60,977815,164,1
61,977815,292,1
62,977815,460,1b
63,977815,360,1b
64,977815,572,2
65,977815,128,2
66,977815,152,2
67,977815,92,1b
68,977815,112,1b
69,977815,156,1
70,977815,176,1
71,977815,164,1
72,977815,56,1
73,977815,97,1
74,977815,85,1
75,977815,109,1
76,977815,102,1
77,977815,90,1
78,977815,72,1
79,977815,87,1
80,977815,102,1
81,977815,121,1
82,977815,127,1
83,977815,132,1
84,977815,84,1
85,977815,74,1
86,977815,125,1
87,977815,152,1
88,977815,124,1
89,977815,156,1
90,977815,280,1
91,977815,340,1
92,977815,392,1b
93,977815,180,1b
94,977815,212,1b
95,977815,208,1
96,977815,240,1
97,977815,184,1
98,977815,140,1
99,977815,88,1
100,977815,136,1
101,977815,348,1
102,977815,532,1b
103,977815,328,2
104,977815,128,2
0,1022892,0,1
1,1022892,0,1
2,1022892,0,1
3,1022892,1,1
4,1022892,0,1
5,1022892,0,1
6,1022892,0,1
7,1022892,5,1
8,1022892,11,1
9,1022892,17,2
10,1022892,7,2
11,1022892,3,1b
12,1022892,1,1b
13,1022892,11,1b
14,1022892,18,1b
15,1022892,15,2
16,1022892,10,2
17,1022892,0,1b
18,1022892,0,1b
19,1022892,0,1
20,1022892,0,1
21,1022892,0,1
22,1022892,0,1
23,1022892,0,1
24,1022892,0,1
25,1022892,2,1
26,1022892,1,1
27,1022892,1,1
28,1022892,0,1
29,1022892,0,1
30,1022892,1,1
31,1022892,5,1
32,1022892,11,1b
33,1022892,4,2
34,1022892,0,2
35,1022892,0,1b
36,1022892,0,1b
37,1022892,1,1
38,1022892,0,1
39,1022892,1,1
40,1022892,3,1
41,1022892,13,2
42,1022892,4,2
43,1022892,0,1b
44,1022892,1,1b
45,1022892,0,1
46,1022892,0,1
47,1022892,0,1
48,1022892,0,1
49,1022892,0,1
50,1022892,1,1
51,1022892,4,1b
52,1022892,9,2
53,1022892,35,2
54,1022892,55,1b
55,1022892,83,1b
56,1022892,94,1
57,1022892,94,1
58,1022892,95,1
59,1022892,106,1
60,1022892,140,1
61,1022892,140,1
62,1022892,176,1
63,1022892,232,1
64,1022892,260,1
65,1022892,300,1
66,1022892,356,1
67,1022892,212,1
68,1022892,252,1
69,1022892,256,1
70,1022892,196,1
71,1022892,152,1
72,1022892,128,1
73,1022892,148,1
74,1022892,212,1
75,1022892,228,1
76,1022892,264,1
77,1022892,236,1
78,1022892,240,1b
79,1022892,212,1b
80,1022892,152,1
81,1022892,80,1
82,1022892,71,1
83,1022892,89,1
84,1022892,121,1
85,1022892,89,1
86,1022892,71,1
87,1022892,53,1
88,1022892,79,1
89,1022892,89,1
90,1022892,127,1
91,1022892,196,1
92,1022892,200,1
93,1022892,372,1
94,1022892,408,1b
95,1022892,352,1b
96,1022892,224,2
97,1022892,160,2
98,1022892,84,1b
99,1022892,57,1b
100,1022892,81,1
101,1022892,78,1
102,1022892,69,1
103,1022892,98,1
104,1022892,117,1
0,1087527,0,1
1,1087527,0,1
2,1087527,0,1
3,1087527,1,1
4,1087527,1,1
5,1087527,0,1
6,1087527,0,1
7,1087527,1,1
8,1087527,1,1
9,1087527,0,1
10,1087527,0,1
11,1087527,0,1
12,1087527,0,1
13,1087527,0,1
14,1087527,3,1b
15,1087527,8,2
16,1087527,4,2
17,1087527,2,1b
18,1087527,0,1b
19,1087527,0,1
20,1087527,1,1
21,1087527,0,1
22,1087527,0,1
23,1087527,0,1
24,1087527,0,1
25,1087527,1,1
26,1087527,0,1
27,1087527,0,1
28,1087527,0,1
29,1087527,0,1
30,1087527,0,1
31,1087527,0,1
32,1087527,0,1
33,1087527,0,1
34,1087527,0,1
35,1087527,0,1
36,1087527,0,1
37,1087527,3,1
38,1087527,0,1
39,1087527,0,1
40,1087527,0,1
41,1087527,0,1
42,1087527,0,1
43,1087527,1,1
44,1087527,1,1
45,1087527,0,1
46,1087527,0,1
47,1087527,0,1
48,1087527,0,1
49,1087527,0,1
50,1087527,0,1
51,1087527,0,1
52,1087527,1,1
53,1087527,40,1
54,1087527,88,1
55,1087527,125,1
56,1087527,147,1
57,1087527,252,1
58,1087527,244,1
59,1087527,388,1
60,1087527,408,1b
61,1087527,220,2
62,1087527,140,2
63,1087527,108,1b
64,1087527,108,1b
65,1087527,160,1
66,1087527,356,1
67,1087527,544,1b
68,1087527,572,2
69,1087527,736,2
70,1087527,448,3
71,1087527,320,4
72,1087527,128,4
73,1087527,80,3
74,1087527,88,3
75,1087527,67,2
76,1087527,73,2
77,1087527,94,1b
78,1087527,83,1b
79,1087527,193,1
80,1087527,360,1
81,1087527,404,1b
82,1087527,284,2
83,1087527,304,3
84,1087527,148,3
85,1087527,76,2
86,1087527,84,2
87,1087527,63,1b
88,1087527,71,1b
89,1087527,56,1
90,1087527,76,1
91,1087527,107,1
92,1087527,98,1
93,1087527,86,1
94,1087527,93,1
95,1087527,124,1
96,1087527,172,1
97,1087527,152,1
98,1087527,168,1
99,1087527,156,1
100,1087527,152,1
101,1087527,144,1
102,1087527,120,1
103,1087527,100,1
104,1087527,76,1
0,1094749,0,1
1,1094749,1,1
2,1094749,12,1
3,1094749,46,1b
4,1094749,39,3
5,1094749,8,3
6,1094749,6,2
7,1094749,3,2
8,1094749,1,1b
9,1094749,0,1b
10,1094749,0,1
11,1094749,0,1
12,1094749,0,1
13,1094749,0,1
14,1094749,0,1
15,1094749,0,1
16,1094749,0,1
17,1094749,0,1
18,1094749,0,1
19,1094749,0,1
20,1094749,0,1
21,1094749,0,1
22,1094749,1,1
23,1094749,0,1
24,1094749,0,1
25,1094749,0,1
26,1094749,0,1
27,1094749,0,1
28,1094749,0,1
29,1094749,0,1
30,1094749,0,1
31,1094749,0,1
32,1094749,2,1
33,1094749,1,1
34,1094749,1,1
35,1094749,1,1
36,1094749,1,1
37,1094749,0,1
38,1094749,0,1
39,1094749,0,1
40,1094749,3,1
41,1094749,7,1
42,1094749,29,1b
43,1094749,46,3
44,1094749,13,3
45,1094749,14,2
46,1094749,22,2
47,1094749,2,1b
48,1094749,1,1b
49,1094749,1,1b
50,1094749,0,1
51,1094749,2,1
52,1094749,0,1
53,1094749,45,1
54,1094749,83,1
55,1094749,72,1
56,1094749,95,1
57,1094749,120,1
58,1094749,208,1
59,1094749,224,1
60,1094749,208,1
61,1094749,188,1
62,1094749,136,1
63,1094749,240,1
64,1094749,168,1
65,1094749,144,1
66,1094749,204,1
67,1094749,208,1
68,1094749,356,1
69,1094749,380,1b
70,1094749,260,2
71,1094749,248,2
72,1094749,200,2
73,1094749,156,1b
74,1094749,76,1b
75,1094749,96,1
76,1094749,99,1
77,1094749,84,1
78,1094749,85,1
79,1094749,121,1
80,1094749,292,1
81,1094749,296,1
82,1094749,336,1
83,1094749,420,1b
84,1094749,132,2
85,1094749,76,2
86,1094749,93,1b
87,1094749,89,1b
88,1094749,105,1
89,1094749,111,1
90,1094749,100,1
91,1094749,106,1
92,1094749,176,1
93,1094749,164,1
94,1094749,156,1
95,1094749,124,1
96,1094749,136,1
97,1094749,128,1
98,1094749,244,1
99,1094749,232,1
100,1094749,296,1
101,1094749,220,1
102,1094749,76,1
103,1094749,49,1
104,1094749,99,1
0,1112199,0,1
1,1112199,1,1
2,1112199,0,1
3,1112199,1,1
4,1112199,0,1
5,1112199,0,1
6,1112199,0,1
7,1112199,0,1
8,1112199,0,1
9,1112199,0,1
10,1112199,0,1
11,1112199,0,1
12,1112199,1,1
13,1112199,0,1
14,1112199,0,1
15,1112199,0,1
16,1112199,0,1
17,1112199,0,1
18,1112199,0,1
19,1112199,0,1
20,1112199,0,1
21,1112199,0,1
22,1112199,0,1
23,1112199,1,1
24,1112199,0,1
25,1112199,0,1
26,1112199,0,1
27,1112199,2,1
28,1112199,0,1
29,1112199,0,1
30,1112199,1,1
31,1112199,0,1
32,1112199,0,1
33,1112199,3,1
34,1112199,4,1
35,1112199,0,1b
36,1112199,1,1b
37,1112199,1,1
38,1112199,0,1
39,1112199,0,1
40,1112199,0,1
41,1112199,0,1
42,1112199,0,1
43,1112199,0,1
44,1112199,0,1
45,1112199,1,1
46,1112199,0,1
47,1112199,0,1
48,1112199,0,1
49,1112199,1,1
50,1112199,0,1
51,1112199,0,1
52,1112199,0,1
53,1112199,42,1
54,1112199,52,1
55,1112199,62,1
56,1112199,96,1
57,1112199,118,1
58,1112199,212,1
59,1112199,212,1
60,1112199,268,1
61,1112199,184,1
62,1112199,108,1
63,1112199,196,1
64,1112199,320,1
65,1112199,312,1
66,1112199,288,1
67,1112199,396,1
68,1112199,316,1
69,1112199,256,1
70,1112199,168,1
71,1112199,96,1
72,1112199,45,1
73,1112199,78,1
74,1112199,79,1
75,1112199,89,1
76,1112199,110,1
77,1112199,154,1
78,1112199,172,1
79,1112199,148,1
80,1112199,112,1
81,1112199,75,1
82,1112199,85,1
83,1112199,99,1
84,1112199,115,1
85,1112199,229,1
86,1112199,256,1
87,1112199,232,1
88,1112199,180,1
89,1112199,92,1
90,1112199,104,1
91,1112199,148,1
92,1112199,152,1
93,1112199,128,1
94,1112199,156,1
95,1112199,168,1
96,1112199,164,1
97,1112199,152,1
98,1112199,108,1
99,1112199,140,1
100,1112199,64,1
101,1112199,76,1
102,1112199,62,1
103,1112199,72,1
104,1112199,76,1
0,1167312,0,1
1,1167312,3,1
2,1167312,2,1
3,1167312,0,1
4,1167312,0,1
5,1167312,0,1
6,1167312,0,1
7,1167312,0,1
8,1167312,0,1
9,1167312,0,1
10,1167312,0,1
11,1167312,0,1
12,1167312,0,1
13,1167312,0,1
14,1167312,0,1
15,1167312,0,1
16,1167312,0,1
17,1167312,2,1
18,1167312,0,1
19,1167312,1,1
20,1167312,0,1
21,1167312,0,1
22,1167312,0,1
23,1167312,0,1
24,1167312,0,1
25,1167312,0,1
26,1167312,0,1
27,1167312,0,1
28,1167312,0,1
29,1167312,0,1
30,1167312,1,1
31,1167312,0,1
32,1167312,1,1
33,1167312,0,1
34,1167312,0,1
35,1167312,0,1
36,1167312,0,1
37,1167312,0,1
38,1167312,0,1
39,1167312,0,1
40,1167312,0,1
41,1167312,1,1
42,1167312,1,1
43,1167312,0,1
44,1167312,1,1
45,1167312,0,1
46,1167312,0,1
47,1167312,0,1
48,1167312,1,1
49,1167312,0,1
50,1167312,1,1
51,1167312,0,1
52,1167312,0,1
53,1167312,41,1
54,1167312,66,1
55,1167312,61,1
56,1167312,84,1
57,1167312,92,1
58,1167312,95,1
59,1167312,91,1
60,1167312,209,1
61,1167312,264,1
62,1167312,168,1
63,1167312,168,1
64,1167312,164,1
65,1167312,84,1
66,1167312,80,1
67,1167312,105,1
68,1167312,116,1
69,1167312,232,1
70,1167312,92,1
71,1167312,180,1
72,1167312,188,1
73,1167312,204,1
74,1167312,260,1
75,1167312,196,1
76,1167312,232,1
77,1167312,164,1
78,1167312,128,1
79,1167312,92,1
80,1167312,92,1
81,1167312,88,1
82,1167312,82,1
83,1167312,79,1
84,1167312,128,1
85,1167312,145,1
86,1167312,120,1
87,1167312,112,1
88,1167312,116,1
89,1167312,62,1
90,1167312,109,1
91,1167312,65,1
92,1167312,88,1
93,1167312,91,1
94,1167312,86,1
95,1167312,64,1
96,1167312,70,1
97,1167312,61,1
98,1167312,89,1
99,1167312,99,1
100,1167312,60,1
101,1167312,69,1
102,1167312,65,1
103,1167312,89,1
104,1167312,109,1
0,1573655,0,1
1,1573655,1,1
2,1573655,0,1
3,1573655,1,1
4,1573655,0,1
5,1573655,0,1
6,1573655,0,1
7,1573655,0,1
8,1573655,0,1
9,1573655,1,1
10,1573655,2,1
11,1573655,5,1
12,1573655,8,2
13,1573655,3,2
14,1573655,1,1b
15,1573655,0,1b
16,1573655,0,1
17,1573655,0,1
18,1573655,0,1
19,1573655,0,1
20,1573655,0,1
21,1573655,0,1
22,1573655,0,1
23,1573655,0,1
24,1573655,0,1
25,1573655,1,1
26,1573655,0,1
27,1573655,1,1
28,1573655,0,1
29,1573655,0,1
30,1573655,0,1
31,1573655,0,1
32,1573655,1,1
33,1573655,1,1
34,1573655,0,1
35,1573655,0,1
36,1573655,2,1
37,1573655,8,1
38,1573655,0,1b
39,1573655,1,1b
40,1573655,2,1
41,1573655,6,1b
42,1573655,3,2
43,1573655,1,1b
44,1573655,1,1b
45,1573655,0,1
46,1573655,0,1
47,1573655,0,1
48,1573655,0,1
49,1573655,1,1
50,1573655,0,1
51,1573655,0,1
52,1573655,0,1
53,1573655,44,1
54,1573655,59,1
55,1573655,88,1
56,1573655,116,1
57,1573655,99,1
58,1573655,312,1
59,1573655,388,1
60,1573655,280,1
61,1573655,356,1b
62,1573655,288,1b
63,1573655,216,1b
64,1573655,236,1
65,1573655,272,1
66,1573655,256,1
67,1573655,232,1
68,1573655,200,1
69,1573655,240,1
70,1573655,140,1
71,1573655,148,1
72,1573655,68,1
73,1573655,112,1
74,1573655,103,1
75,1573655,149,1
76,1573655,168,1
77,1573655,136,1
78,1573655,188,1
79,1573655,244,1
80,1573655,200,1
81,1573655,280,1
82,1573655,236,1b
83,1573655,296,1b
84,1573655,224,1
85,1573655,216,1
86,1573655,240,1
87,1573655,156,1
88,1573655,112,1
89,1573655,136,1
90,1573655,192,1
91,1573655,96,1
92,1573655,144,1
93,1573655,124,1
94,1573655,96,1
95,1573655,97,1
96,1573655,121,1
97,1573655,120,1
98,1573655,192,1
99,1573655,356,1
100,1573655,392,1
101,1573655,416,1
102,1573655,308,1
103,1573655,264,1
104,1573655,320,1
0,1871354,0,1
1,1871354,0,1
2,1871354,0,1
3,1871354,0,1
4,1871354,0,1
5,1871354,0,1
6,1871354,0,1
7,1871354,0,1
8,1871354,0,1
9,1871354,0,1
10,1871354,0,1
11,1871354,0,1
12,1871354,1,1
13,1871354,0,1
14,1871354,0,1
15,1871354,0,1
16,1871354,1,1
17,1871354,0,1
18,1871354,0,1
19,1871354,0,1
20,1871354,3,1
21,1871354,23,1b
22,1871354,10,2
23,1871354,5,1b
24,1871354,3,1b
25,1871354,1,1
26,1871354,0,1
27,1871354,0,1
28,1871354,1,1
29,1871354,0,1
30,1871354,0,1
31,1871354,0,1
32,1871354,0,1
33,1871354,0,1
34,1871354,0,1
35,1871354,0,1
36,1871354,1,1
37,1871354,1,1
38,1871354,0,1
39,1871354,0,1
40,1871354,0,1
41,1871354,0,1
42,1871354,1,1
43,1871354,0,1
44,1871354,0,1
45,1871354,0,1
46,1871354,1,1
47,1871354,0,1
48,1871354,1,1
49,1871354,0,1
50,1871354,0,1
51,1871354,0,1
52,1871354,0,1
53,1871354,39,1
54,1871354,68,1
55,1871354,79,1
56,1871354,69,1
57,1871354,94,1
58,1871354,154,1
59,1871354,84,1
60,1871354,96,1
61,1871354,69,1
62,1871354,63,1
63,1871354,62,1
64,1871354,102,1
65,1871354,108,1
66,1871354,232,1
67,1871354,292,1
68,1871354,264,1
69,1871354,284,1
70,1871354,160,1
71,1871354,124,1
72,1871354,184,1
73,1871354,232,1
74,1871354,396,1
75,1871354,252,1b
76,1871354,176,1b
77,1871354,164,1
78,1871354,148,1
79,1871354,160,1
80,1871354,136,1
81,1871354,148,1
82,1871354,144,1
83,1871354,88,1
84,1871354,260,1
85,1871354,188,1
86,1871354,252,1
87,1871354,248,1
88,1871354,284,1
89,1871354,332,1
90,1871354,352,1b
91,1871354,220,1b
92,1871354,208,1
