wk,tr,nc,stg
7,232320,0,1
8,232320,0,1
9,232320,2,1
10,232320,2,1b
11,232320,2,1b
12,232320,1,1
13,232320,0,1
14,232320,1,1
15,232320,2,1
16,232320,0,1
17,232320,0,1
18,232320,0,1
19,232320,0,1
20,232320,0,1
21,232320,1,1
22,232320,0,1
23,232320,0,1
24,232320,0,1
25,232320,2,1
26,232320,1,1
27,232320,0,1
28,232320,0,1
29,232320,1,1
30,232320,0,1
31,232320,2,1
32,232320,0,1
33,232320,1,1
34,232320,0,1
35,232320,0,1
36,232320,0,1
37,232320,1,1
38,232320,4,1
39,232320,0,1
40,232320,0,1
41,232320,0,1
42,232320,0,1
43,232320,0,1
44,232320,0,1
45,232320,0,1
46,232320,0,1
47,232320,0,1
48,232320,1,1
49,232320,1,1
50,232320,0,1
51,232320,0,1
52,232320,1,1
53,232320,42,1
54,232320,79,1
55,232320,134,1
56,232320,182,1
57,232320,320,1
58,232320,292,1
59,232320,168,1
60,232320,192,1
61,232320,164,1
62,232320,204,1
63,232320,392,1
64,232320,420,1
65,232320,824,1
66,232320,1248,1
67,232320,992,1
68,232320,560,1
69,232320,576,1
70,232320,1440,1
71,232320,976,1
72,232320,1104,1
73,232320,1184,1
74,232320,896,1
75,232320,384,1
76,232320,112,1
77,232320,216,1
78,232320,232,1
79,232320,216,1
80,232320,212,1
81,232320,156,1
82,232320,144,1
83,232320,156,1
84,232320,180,1
85,232320,276,1
86,232320,392,1
87,232320,424,1
88,232320,304,1
89,232320,324,1
90,232320,196,1
91,232320,120,1
92,232320,80,1
93,232320,96,1
94,232320,116,1
95,232320,206,1
96,232320,164,1
97,232320,236,1
98,232320,356,1
99,232320,348,1
100,232320,328,1
101,232320,328,1
102,232320,264,1
103,232320,176,1
104,232320,188,1
0,298823,0,1
1,298823,1,1
2,298823,2,1
3,298823,11,1b
4,298823,20,2
5,298823,7,2
6,298823,2,1b
7,298823,3,1b
8,298823,1,1b
9,298823,1,1
10,298823,0,1
11,298823,1,1
12,298823,0,1
13,298823,1,1
14,298823,1,1
15,298823,0,1
16,298823,0,1
17,298823,0,1
18,298823,0,1
19,298823,0,1
20,298823,5,1
21,298823,3,1b
22,298823,0,1b
23,298823,0,1
24,298823,0,1
25,298823,0,1
26,298823,0,1
27,298823,0,1
28,298823,0,1
29,298823,0,1
30,298823,0,1
31,298823,0,1
32,298823,1,1
33,298823,1,1
34,298823,1,1
35,298823,1,1
36,298823,1,1
37,298823,1,1
38,298823,1,1
39,298823,2,1
40,298823,0,1
41,298823,0,1
42,298823,0,1
43,298823,0,1
44,298823,0,1
45,298823,0,1
46,298823,0,1
47,298823,1,1
48,298823,1,1
49,298823,0,1
50,298823,0,1
51,298823,0,1
52,298823,0,1
53,298823,40,1
54,298823,57,1
55,298823,89,1
56,298823,85,1
57,298823,56,1
58,298823,90,1
59,298823,171,1
60,298823,200,1
61,298823,384,1
62,298823,376,1
63,298823,344,1
64,298823,376,1
65,298823,344,1
66,298823,208,1
67,298823,84,1
68,298823,136,1
69,298823,148,1
70,298823,104,1
71,298823,104,1
72,298823,120,1
73,298823,184,1
74,298823,176,1
75,298823,124,1
76,298823,312,1
77,298823,348,1
78,298823,348,1
79,298823,272,1
80,298823,312,1
81,298823,280,1
82,298823,292,1
83,298823,200,1
84,298823,272,1
85,298823,140,1
86,298823,160,1
87,298823,128,1
88,298823,68,1
89,298823,76,1
90,298823,105,1
91,298823,137,1
92,298823,196,1
93,298823,124,1
94,298823,124,1
95,298823,204,1
96,298823,304,1
97,298823,308,1
98,298823,284,1
99,298823,308,1
100,298823,252,1
101,298823,188,1
102,298823,184,1
103,298823,256,1
104,298823,188,1
0,352002,0,1
1,352002,0,1
2,352002,0,1
3,352002,0,1
4,352002,1,1
5,352002,0,1
6,352002,0,1
7,352002,0,1
8,352002,0,1
9,352002,0,1
10,352002,1,1
11,352002,2,1
12,352002,0,1
13,352002,2,1
14,352002,1,1
15,352002,0,1
16,352002,0,1
17,352002,1,1
18,352002,0,1
19,352002,0,1
20,352002,0,1
21,352002,0,1
22,352002,0,1
23,352002,0,1
24,352002,1,1
25,352002,0,1
26,352002,0,1
27,352002,0,1
28,352002,0,1
29,352002,1,1
30,352002,1,1
31,352002,0,1
32,352002,1,1
33,352002,0,1
34,352002,1,1
35,352002,0,1
36,352002,0,1
37,352002,0,1
38,352002,2,1
39,352002,0,1
40,352002,0,1
41,352002,0,1
42,352002,1,1
43,352002,0,1
44,352002,0,1
45,352002,0,1
46,352002,0,1
47,352002,0,1
48,352002,0,1
49,352002,0,1
50,352002,0,1
51,352002,1,1
52,352002,1,1
53,352002,37,1
54,352002,59,1
55,352002,89,1
56,352002,86,1
57,352002,119,1
58,352002,100,1
59,352002,48,1
60,352002,91,1
61,352002,73,1
62,352002,68,1
63,352002,94,1
64,352002,115,1
65,352002,186,1
66,352002,316,1
67,352002,356,1
68,352002,220,1
69,352002,196,1
70,352002,100,1
71,352002,152,1
72,352002,208,1
73,352002,296,1
74,352002,292,1
75,352002,160,1
76,352002,124,1
77,352002,100,1
78,352002,184,1
79,352002,252,1
80,352002,308,1
81,352002,488,1
82,352002,432,1
83,352002,272,1
84,352002,736,1
85,352002,1344,1
86,352002,2016,1
87,352002,2080,1
88,352002,3072,1
89,352002,2816,1
90,352002,4352,1
91,352002,6400,1
92,352002,7104,1
93,352002,15616,1
94,352002,21504,1b
95,352002,25856,2
96,352002,25856,3
97,352002,18432,4
98,352002,8192,4
99,352002,2560,3
100,352002,4864,3
101,352002,1792,2
102,352002,640,2
103,352002,816,1
104,352002,272,1
0,470390,0,1
1,470390,1,1
2,470390,1,1
3,470390,0,1
4,470390,0,1
5,470390,6,1
6,470390,26,2
7,470390,13,2
8,470390,4,2
9,470390,2,2
10,470390,0,1b
11,470390,0,1b
12,470390,0,1
13,470390,0,1
14,470390,0,1
15,470390,0,1
16,470390,0,1
17,470390,0,1
18,470390,1,1
19,470390,4,1
20,470390,2,1b
21,470390,0,1b
22,470390,0,1
23,470390,1,1
24,470390,0,1
25,470390,2,1
26,470390,0,1
27,470390,0,1
28,470390,0,1
29,470390,0,1
30,470390,0,1
31,470390,0,1
32,470390,0,1
33,470390,0,1
34,470390,0,1
35,470390,0,1
36,470390,1,1
37,470390,0,1
38,470390,1,1
39,470390,0,1
40,470390,0,1
41,470390,0,1
42,470390,0,1
43,470390,0,1
44,470390,0,1
45,470390,0,1
46,470390,0,1
47,470390,1,1
48,470390,0,1
49,470390,2,1
50,470390,1,1
51,470390,0,1
52,470390,0,1
53,470390,36,1
54,470390,73,1
55,470390,114,1
56,470390,179,1
57,470390,196,1
58,470390,292,1
59,470390,356,1
60,470390,408,1
61,470390,572,1
62,470390,640,1
63,470390,528,1
64,470390,880,1
65,470390,1184,1
66,470390,1360,1
67,470390,2176,1
68,470390,3008,1
69,470390,5184,1
70,470390,3456,1
71,470390,2048,1
72,470390,3520,1
73,470390,5120,1
74,470390,5760,1
75,470390,7808,1
76,470390,8960,1
77,470390,13312,1
78,470390,9472,1b
79,470390,5120,1b
80,470390,3328,1b
81,470390,2240,1
82,470390,1088,1
83,470390,1744,1
84,470390,1328,1
85,470390,1008,1
86,470390,544,1
87,470390,464,1
88,470390,304,1
89,470390,220,1
90,470390,224,1
91,470390,224,1
92,470390,432,1
93,470390,456,1
94,470390,336,1
95,470390,168,1
96,470390,280,1
97,470390,296,1
98,470390,316,1
99,470390,316,1
100,470390,396,1
101,470390,1032,1
102,470390,1696,1
103,470390,2704,1
104,470390,3200,1
0,550047,0,1
1,550047,0,1
2,550047,0,1
3,550047,0,1
4,550047,0,1
5,550047,1,1
6,550047,4,1
7,550047,21,2
8,550047,11,2
9,550047,0,1b
10,550047,1,1b
11,550047,0,1
12,550047,1,1
13,550047,0,1
14,550047,2,1
15,550047,0,1
16,550047,1,1
17,550047,0,1
18,550047,0,1
19,550047,0,1
20,550047,0,1
21,550047,0,1
22,550047,0,1
23,550047,0,1
24,550047,0,1
25,550047,0,1
26,550047,2,1
27,550047,0,1
28,550047,0,1
29,550047,0,1
30,550047,0,1
31,550047,3,1
32,550047,1,1
33,550047,0,1
34,550047,0,1
35,550047,1,1
36,550047,1,1
37,550047,0,1
38,550047,0,1
39,550047,0,1
40,550047,0,1
41,550047,1,1
42,550047,0,1
43,550047,1,1
44,550047,0,1
45,550047,0,1
46,550047,1,1
47,550047,0,1
48,550047,1,1
49,550047,0,1
50,550047,0,1
51,550047,0,1
52,550047,1,1
53,550047,45,1
54,550047,68,1
55,550047,150,1
56,550047,328,1
57,550047,320,1
58,550047,340,1
59,550047,352,1
60,550047,308,1
61,550047,280,1
62,550047,392,1
63,550047,452,1
64,550047,384,1
65,550047,216,1
66,550047,128,1
67,550047,100,1
68,550047,212,1
69,550047,348,1
70,550047,256,1
71,550047,296,1
72,550047,296,1
73,550047,268,1
74,550047,336,1
75,550047,296,1
76,550047,272,1
77,550047,292,1
78,550047,228,1
79,550047,232,1
80,550047,264,1
81,550047,312,1
82,550047,264,1
83,550047,304,1
84,550047,372,1
85,550047,440,1
86,550047,396,1
87,550047,300,1
88,550047,324,1
89,550047,244,1
90,550047,332,1
91,550047,248,1
92,550047,140,1
93,550047,136,1
94,550047,308,1
95,550047,396,1
96,550047,464,1
97,550047,880,1
98,550047,1200,1
99,550047,1888,1
100,550047,1584,1
101,550047,2496,1
102,550047,1792,1
103,550047,896,1
104,550047,784,1
0,977815,0,1
1,977815,1,1
2,977815,1,1
3,977815,0,1
4,977815,1,1
5,977815,8,1
6,977815,41,2
7,977815,33,3
8,977815,10,3
9,977815,12,2
10,977815,6,2
11,977815,0,1b
12,977815,0,1b
13,977815,1,1
14,977815,1,1
15,977815,0,1
16,977815,0,1
17,977815,0,1
18,977815,0,1
19,977815,0,1
20,977815,0,1
21,977815,1,1
22,977815,0,1
23,977815,1,1
24,977815,0,1
25,977815,0,1
26,977815,0,1
27,977815,0,1
28,977815,0,1
29,977815,1,1
30,977815,7,1
31,977815,4,1
32,977815,2,1
33,977815,1,1
34,977815,2,1
35,977815,0,1
36,977815,0,1
37,977815,0,1
38,977815,1,1
39,977815,0,1
40,977815,0,1
41,977815,2,1
42,977815,2,1
43,977815,1,1
44,977815,0,1
45,977815,1,1
46,977815,2,1
47,977815,7,1
48,977815,5,1
49,977815,2,1
50,977815,1,1
51,977815,1,1
52,977815,1,1
53,977815,53,1
54,977815,81,1
55,977815,187,1
56,977815,288,1
57,977815,352,1
58,977815,744,1
59,977815,1040,1
60,977815,1280,1
61,977815,1680,1
62,977815,2240,1
63,977815,1088,1
64,977815,960,1
65,977815,1696,1
66,977815,1360,1
67,977815,2000,1
68,977815,1856,1
69,977815,2368,1
70,977815,6080,1
71,977815,8128,1
72,977815,14592,1
73,977815,15616,1b
74,977815,27648,2
75,977815,19968,3
76,977815,10496,4
77,977815,4096,4
78,977815,832,3
79,977815,480,3
80,977815,480,2
81,977815,200,1b
82,977815,240,1
83,977815,216,1
84,977815,300,1
85,977815,244,1
86,977815,240,1
87,977815,168,1
88,977815,176,1
89,977815,172,1
90,977815,260,1
91,977815,356,1
92,977815,248,1
93,977815,276,1
94,977815,476,1
95,977815,760,1
96,977815,1088,1
97,977815,1056,1
98,977815,1312,1
99,977815,1984,1
100,977815,2944,1
101,977815,4864,1
102,977815,11776,1
103,977815,13824,1b
104,977815,7680,1b
0,1022892,0,1
1,1022892,0,1
2,1022892,0,1
3,1022892,1,1
4,1022892,0,1
5,1022892,0,1
6,1022892,0,1
7,1022892,1,1
8,1022892,1,1b
9,1022892,1,1b
10,1022892,0,1
11,1022892,0,1
12,1022892,1,1
13,1022892,0,1
14,1022892,0,1
15,1022892,1,1
16,1022892,2,1b
17,1022892,0,1b
18,1022892,0,1
19,1022892,0,1
20,1022892,0,1
21,1022892,0,1
22,1022892,0,1
23,1022892,0,1
24,1022892,0,1
25,1022892,2,1
26,1022892,9,1
27,1022892,11,1
28,1022892,0,1
29,1022892,0,1
30,1022892,1,1
31,1022892,0,1
32,1022892,0,1
33,1022892,0,1
34,1022892,0,1
35,1022892,0,1
36,1022892,0,1
37,1022892,1,1
38,1022892,0,1
39,1022892,1,1
40,1022892,1,1
41,1022892,4,1
42,1022892,4,1
43,1022892,0,1
44,1022892,0,1
45,1022892,0,1
46,1022892,0,1
47,1022892,0,1
48,1022892,0,1
49,1022892,0,1
50,1022892,1,1
51,1022892,1,1
52,1022892,8,1
53,1022892,50,1
54,1022892,62,1
55,1022892,78,1
56,1022892,94,1
57,1022892,218,1
58,1022892,408,1
59,1022892,264,1
60,1022892,176,1
61,1022892,124,1
62,1022892,164,1
63,1022892,136,1
64,1022892,160,1
65,1022892,144,1
66,1022892,208,1
67,1022892,252,1
68,1022892,276,1
69,1022892,208,1
70,1022892,200,1
71,1022892,208,1
72,1022892,192,1
73,1022892,176,1
74,1022892,184,1
75,1022892,160,1
76,1022892,232,1
77,1022892,240,1
78,1022892,152,1
79,1022892,220,1
80,1022892,144,1
81,1022892,140,1
82,1022892,180,1
83,1022892,116,1
84,1022892,116,1
85,1022892,160,1
86,1022892,200,1
87,1022892,184,1
88,1022892,232,1
89,1022892,356,1
90,1022892,472,1
91,1022892,872,1
92,1022892,896,1
93,1022892,768,1
94,1022892,576,1
95,1022892,400,1
96,1022892,212,1
97,1022892,176,1
98,1022892,300,1
99,1022892,268,1
100,1022892,256,1
101,1022892,248,1
102,1022892,264,1
103,1022892,280,1
104,1022892,188,1
0,1087527,0,1
1,1087527,0,1
2,1087527,0,1
3,1087527,1,1
4,1087527,5,1
5,1087527,47,1b
6,1087527,39,3
7,1087527,9,3
8,1087527,3,2
9,1087527,1,2
10,1087527,0,1b
11,1087527,3,1b
12,1087527,1,1b
13,1087527,2,1b
14,1087527,1,1
15,1087527,4,1
16,1087527,5,1b
17,1087527,6,2
18,1087527,3,2
19,1087527,0,1b
20,1087527,1,1b
21,1087527,0,1
22,1087527,0,1
23,1087527,0,1
24,1087527,0,1
25,1087527,1,1
26,1087527,0,1
27,1087527,0,1
28,1087527,0,1
29,1087527,0,1
30,1087527,0,1
31,1087527,0,1
32,1087527,0,1
33,1087527,0,1
34,1087527,0,1
35,1087527,0,1
36,1087527,0,1
37,1087527,3,1
38,1087527,0,1
39,1087527,0,1
40,1087527,0,1
41,1087527,0,1
42,1087527,0,1
43,1087527,1,1
44,1087527,0,1
45,1087527,0,1
46,1087527,0,1
47,1087527,0,1
48,1087527,0,1
49,1087527,0,1
50,1087527,0,1
51,1087527,0,1
52,1087527,1,1
53,1087527,47,1
54,1087527,131,1
55,1087527,230,1
56,1087527,248,1
57,1087527,392,1
58,1087527,704,1
59,1087527,688,1
60,1087527,1168,1
61,1087527,1744,1
62,1087527,4192,1
63,1087527,4160,1
64,1087527,4672,1
65,1087527,3712,1
66,1087527,3200,1
67,1087527,512,1
68,1087527,432,1
69,1087527,192,1
70,1087527,164,1
71,1087527,160,1
72,1087527,124,1
73,1087527,148,1
74,1087527,144,1
75,1087527,204,1
76,1087527,276,1
77,1087527,180,1
78,1087527,104,1
79,1087527,84,1
80,1087527,140,1
81,1087527,380,1
82,1087527,488,1
83,1087527,292,1
84,1087527,400,1
85,1087527,456,1
86,1087527,560,1
87,1087527,448,1
88,1087527,180,1
89,1087527,136,1
90,1087527,104,1
91,1087527,200,1
92,1087527,200,1
93,1087527,160,1
94,1087527,112,1
95,1087527,212,1
96,1087527,392,1
97,1087527,552,1
98,1087527,320,1
99,1087527,224,1
100,1087527,328,1
101,1087527,420,1
102,1087527,568,1
103,1087527,1024,1
104,1087527,848,1
0,1094749,0,1
1,1094749,1,1
2,1094749,1,1
3,1094749,0,1b
4,1094749,1,1b
5,1094749,4,1
6,1094749,13,1
7,1094749,25,1b
8,1094749,17,2
9,1094749,13,1b
10,1094749,7,2
11,1094749,4,2
12,1094749,1,1b
13,1094749,3,1b
14,1094749,0,1
15,1094749,0,1
16,1094749,0,1
17,1094749,0,1
18,1094749,0,1
19,1094749,0,1
20,1094749,0,1
21,1094749,0,1
22,1094749,1,1
23,1094749,0,1
24,1094749,0,1
25,1094749,0,1
26,1094749,0,1
27,1094749,0,1
28,1094749,0,1
29,1094749,0,1
30,1094749,0,1
31,1094749,0,1
32,1094749,2,1
33,1094749,1,1
34,1094749,1,1
35,1094749,1,1
36,1094749,1,1
37,1094749,0,1
38,1094749,0,1
39,1094749,0,1
40,1094749,1,1
41,1094749,1,1
42,1094749,0,1
43,1094749,0,1
44,1094749,0,1
45,1094749,0,1
46,1094749,1,1
47,1094749,12,1
48,1094749,28,1
49,1094749,8,1
50,1094749,17,1
51,1094749,11,1
52,1094749,2,1
53,1094749,36,1
54,1094749,46,1
55,1094749,82,1
56,1094749,109,1
57,1094749,109,1
58,1094749,56,1
59,1094749,72,1
60,1094749,82,1
61,1094749,59,1
62,1094749,84,1
63,1094749,77,1
64,1094749,66,1
65,1094749,70,1
66,1094749,120,1
67,1094749,195,1
68,1094749,212,1
69,1094749,180,1
70,1094749,128,1
71,1094749,96,1
72,1094749,140,1
73,1094749,164,1
74,1094749,100,1
75,1094749,188,1
76,1094749,268,1
77,1094749,212,1
78,1094749,316,1
79,1094749,308,1
80,1094749,216,1
81,1094749,192,1
82,1094749,128,1
83,1094749,176,1
84,1094749,116,1
85,1094749,172,1
86,1094749,96,1
87,1094749,212,1
88,1094749,168,1
89,1094749,188,1
90,1094749,200,1
91,1094749,168,1
92,1094749,276,1
93,1094749,336,1
94,1094749,448,1
95,1094749,368,1
96,1094749,484,1
97,1094749,724,1
98,1094749,480,1
99,1094749,1120,1
100,1094749,1664,1
101,1094749,2208,1
102,1094749,1536,1
103,1094749,1728,1
104,1094749,1024,1
0,1112199,0,1
1,1112199,1,1
2,1112199,0,1
3,1112199,1,1
4,1112199,0,1
5,1112199,0,1
6,1112199,0,1
7,1112199,0,1
8,1112199,0,1
9,1112199,0,1
10,1112199,0,1
11,1112199,0,1
12,1112199,1,1
13,1112199,0,1
14,1112199,0,1
15,1112199,0,1
16,1112199,0,1
17,1112199,0,1
18,1112199,0,1
19,1112199,0,1
20,1112199,0,1
21,1112199,0,1
22,1112199,0,1
23,1112199,1,1
24,1112199,0,1
25,1112199,0,1
26,1112199,0,1
27,1112199,2,1
28,1112199,0,1
29,1112199,0,1
30,1112199,1,1
31,1112199,0,1
32,1112199,0,1
33,1112199,1,1
34,1112199,2,1
35,1112199,0,1
36,1112199,1,1
37,1112199,1,1
38,1112199,0,1
39,1112199,0,1
40,1112199,0,1
41,1112199,0,1
42,1112199,0,1
43,1112199,0,1
44,1112199,0,1
45,1112199,1,1
46,1112199,8,1
47,1112199,7,1
48,1112199,0,1
49,1112199,1,1
50,1112199,0,1
51,1112199,0,1
52,1112199,0,1
53,1112199,41,1
54,1112199,74,1
55,1112199,104,1
56,1112199,161,1
57,1112199,192,1
58,1112199,304,1
59,1112199,232,1
60,1112199,200,1
61,1112199,172,1
62,1112199,272,1
63,1112199,360,1
64,1112199,448,1
65,1112199,320,1
66,1112199,280,1
67,1112199,224,1
68,1112199,96,1
69,1112199,72,1
70,1112199,119,1
71,1112199,121,1
72,1112199,196,1
73,1112199,296,1
74,1112199,364,1
75,1112199,236,1
76,1112199,156,1
77,1112199,248,1
78,1112199,264,1
79,1112199,236,1
80,1112199,224,1
81,1112199,100,1
82,1112199,88,1
83,1112199,45,1
84,1112199,69,1
85,1112199,99,1
86,1112199,234,1
87,1112199,288,1
88,1112199,292,1
89,1112199,312,1
90,1112199,404,1
91,1112199,484,1
92,1112199,864,1
93,1112199,1136,1
94,1112199,1424,1
95,1112199,1392,1
96,1112199,752,1
97,1112199,384,1
98,1112199,448,1
99,1112199,880,1
100,1112199,1296,1
101,1112199,1600,1
102,1112199,784,1
103,1112199,608,1
104,1112199,336,1
0,1167312,0,1
1,1167312,1,1
2,1167312,0,1
3,1167312,0,1
4,1167312,0,1
5,1167312,0,1
6,1167312,0,1
7,1167312,0,1
8,1167312,0,1
9,1167312,0,1
10,1167312,0,1
11,1167312,0,1
12,1167312,0,1
13,1167312,0,1
14,1167312,0,1
15,1167312,0,1
16,1167312,0,1
17,1167312,7,1
18,1167312,30,2
19,1167312,16,2
20,1167312,10,2
21,1167312,1,1b
22,1167312,0,1b
23,1167312,0,1
24,1167312,0,1
25,1167312,0,1
26,1167312,0,1
27,1167312,0,1
28,1167312,0,1
29,1167312,0,1
30,1167312,1,1
31,1167312,0,1
32,1167312,1,1
33,1167312,0,1
34,1167312,0,1
35,1167312,0,1
36,1167312,0,1
37,1167312,0,1
38,1167312,0,1
39,1167312,0,1
40,1167312,0,1
41,1167312,1,1
42,1167312,1,1
43,1167312,0,1
44,1167312,1,1
45,1167312,0,1
46,1167312,0,1
47,1167312,0,1
48,1167312,1,1
49,1167312,0,1
50,1167312,1,1
51,1167312,0,1
52,1167312,0,1
53,1167312,41,1
54,1167312,100,1
55,1167312,88,1
56,1167312,105,1
57,1167312,168,1
58,1167312,136,1
59,1167312,260,1
60,1167312,332,1
61,1167312,328,1
62,1167312,312,1
63,1167312,268,1
64,1167312,176,1
65,1167312,108,1
66,1167312,164,1
67,1167312,120,1
68,1167312,68,1
69,1167312,91,1
70,1167312,66,1
71,1167312,100,1
72,1167312,98,1
73,1167312,90,1
74,1167312,121,1
75,1167312,106,1
76,1167312,164,1
77,1167312,80,1
78,1167312,80,1
79,1167312,110,1
80,1167312,156,1
81,1167312,432,1
82,1167312,280,1
83,1167312,392,1
84,1167312,540,1
85,1167312,896,1
86,1167312,1088,1
87,1167312,976,1
88,1167312,1040,1
89,1167312,816,1
90,1167312,1056,1
91,1167312,768,1
92,1167312,848,1
93,1167312,736,1
94,1167312,352,1
95,1167312,128,1
96,1167312,240,1
97,1167312,156,1
98,1167312,88,1
99,1167312,120,1
100,1167312,172,1
101,1167312,184,1
102,1167312,140,1
103,1167312,248,1
104,1167312,296,1
0,1573655,0,1
1,1573655,1,1
2,1573655,0,1
3,1573655,1,1
4,1573655,0,1
5,1573655,0,1
6,1573655,0,1
7,1573655,0,1
8,1573655,0,1
9,1573655,1,1
10,1573655,1,1
11,1573655,0,1
12,1573655,0,1
13,1573655,0,1
14,1573655,0,1
15,1573655,0,1
16,1573655,0,1
17,1573655,0,1
18,1573655,0,1
19,1573655,0,1
20,1573655,0,1
21,1573655,0,1
22,1573655,0,1
23,1573655,0,1
24,1573655,0,1
25,1573655,1,1
26,1573655,0,1
27,1573655,1,1
28,1573655,0,1
29,1573655,0,1
30,1573655,0,1
31,1573655,0,1
32,1573655,1,1
33,1573655,1,1
34,1573655,0,1
35,1573655,0,1
36,1573655,2,1
37,1573655,0,1
38,1573655,0,1
39,1573655,1,1
40,1573655,0,1
41,1573655,0,1
42,1573655,0,1
43,1573655,0,1
44,1573655,1,1
45,1573655,0,1
46,1573655,0,1
47,1573655,0,1
48,1573655,0,1
49,1573655,1,1
50,1573655,0,1
51,1573655,0,1
52,1573655,0,1
53,1573655,35,1
54,1573655,66,1
55,1573655,146,1
56,1573655,272,1
57,1573655,436,1
58,1573655,684,1
59,1573655,608,1
60,1573655,1024,1
61,1573655,1472,1
62,1573655,1264,1
63,1573655,1616,1
64,1573655,1504,1
65,1573655,1152,1
66,1573655,768,1
67,1573655,752,1
68,1573655,720,1
69,1573655,528,1
70,1573655,352,1
71,1573655,204,1
72,1573655,156,1
73,1573655,144,1
74,1573655,140,1
75,1573655,152,1
76,1573655,152,1
77,1573655,152,1
78,1573655,356,1
79,1573655,388,1
80,1573655,316,1
81,1573655,236,1
82,1573655,144,1
83,1573655,192,1
84,1573655,176,1
85,1573655,252,1
86,1573655,264,1
87,1573655,264,1
88,1573655,272,1
89,1573655,340,1
90,1573655,388,1
91,1573655,352,1
92,1573655,300,1
93,1573655,248,1
94,1573655,440,1
95,1573655,324,1
96,1573655,236,1
97,1573655,304,1
98,1573655,188,1
99,1573655,92,1
100,1573655,76,1
101,1573655,155,1
102,1573655,212,1
103,1573655,388,1
104,1573655,240,1
0,1871354,0,1
1,1871354,0,1
2,1871354,0,1
3,1871354,0,1
4,1871354,0,1
5,1871354,0,1
6,1871354,0,1
7,1871354,0,1
8,1871354,0,1
9,1871354,0,1
10,1871354,0,1
11,1871354,0,1
12,1871354,1,1
13,1871354,0,1
14,1871354,0,1
15,1871354,0,1
16,1871354,1,1
17,1871354,0,1
18,1871354,0,1
19,1871354,0,1
20,1871354,1,1
21,1871354,0,1
22,1871354,2,1
23,1871354,7,1
24,1871354,14,2
25,1871354,2,2
26,1871354,1,1b
27,1871354,0,1b
28,1871354,1,1
29,1871354,0,1
30,1871354,0,1
31,1871354,0,1
32,1871354,0,1
33,1871354,0,1
34,1871354,0,1
35,1871354,0,1
36,1871354,1,1
37,1871354,1,1
38,1871354,0,1
39,1871354,0,1
40,1871354,0,1
41,1871354,0,1
42,1871354,1,1
43,1871354,15,1
44,1871354,5,1
45,1871354,1,1
46,1871354,1,1
47,1871354,0,1
48,1871354,1,1
49,1871354,0,1
50,1871354,0,1
51,1871354,0,1
52,1871354,0,1
53,1871354,35,1
54,1871354,55,1
55,1871354,103,1
56,1871354,100,1
57,1871354,129,1
58,1871354,264,1
59,1871354,224,1
60,1871354,316,1
61,1871354,240,1
62,1871354,152,1
63,1871354,116,1
64,1871354,68,1
65,1871354,68,1
66,1871354,80,1
67,1871354,126,1
68,1871354,88,1
69,1871354,176,1
70,1871354,212,1
71,1871354,160,1
72,1871354,164,1
73,1871354,128,1
74,1871354,144,1
75,1871354,496,1
76,1871354,624,1
77,1871354,1136,1
78,1871354,1216,1
79,1871354,1200,1
80,1871354,912,1
81,1871354,768,1
82,1871354,1056,1
83,1871354,1168,1
84,1871354,784,1
85,1871354,1152,1
86,1871354,1328,1
87,1871354,1584,1
88,1871354,1712,1
